Var 1,"Total", 
"102",10,10,-,
"103",x,x,-,
"104",3,3,-,
"105",3,3,-,
"106",x,x,-,
"107",3,3,-,
"108",x,x,-,
"109",-,-,-,

Var 1,"188003", 
,"Total","              1","              2"
"Total",17305,8624,8681,
"0-9",2005,558,1447,
"000",99,7,92,
"001",206,28,178,
"002",207,34,173,
"003",201,39,162,
"004",205,57,148,
"005",239,74,165,
"006",213,60,153,
"007",218,81,137,
"008",227,90,137,
"009",190,88,102,
"10-19",2193,983,1210,
"010",232,124,108,
"011",190,95,95,
"012",216,87,129,
"013",222,102,120,
"014",210,92,118,
"015",214,87,127,
"016",205,85,120,
"017",237,97,140,
"018",245,110,135,
"019",222,104,118,
"20-29",2479,1175,1304,
"020",224,96,128,
"021",243,106,137,
"022",226,95,131,
"023",247,106,141,
"024",248,110,138,
"025",253,143,110,
"026",256,121,135,
"027",251,134,117,
"028",278,127,151,
"029",253,137,116,
"30-39",2395,1269,1126,
"030",278,158,120,
"031",234,127,107,
"032",227,121,106,
"033",279,148,131,
"034",233,126,107,
"035",235,135,100,
"036",227,115,112,
"037",214,103,111,
"038",229,119,110,
"039",239,117,122,
"40-49",2099,1097,1002,
"040",239,130,109,
"041",245,118,127,
"042",200,109,91,
"043",194,96,98,
"044",206,114,92,
"045",202,103,99,
"046",203,101,102,
"047",196,106,90,
"048",209,112,97,
"049",205,108,97,
"50-59",2003,955,1048,
"050",213,107,106,
"051",223,110,113,
"052",208,90,118,
"053",187,82,105,
"054",194,94,100,
"055",195,88,107,
"056",213,103,110,
"057",175,88,87,
"058",199,95,104,
"059",196,98,98,
"60-69",1718,984,734,
"060",185,101,84,
"061",181,91,90,
"062",193,114,79,
"063",198,108,90,
"064",171,102,69,
"065",172,96,76,
"066",152,87,65,
"067",154,91,63,
"068",158,100,58,
"069",154,94,60,
"70-79",1322,778,544,
"070",178,108,70,
"071",152,95,57,
"072",124,77,47,
"073",131,76,55,
"074",125,79,46,
"075",119,69,50,
"076",146,74,72,
"077",117,63,54,
"078",114,67,47,
"079",116,70,46,
"80-89",795,556,239,
"080",97,57,40,
"081",100,66,34,
"082",71,47,24,
"083",100,70,30,
"084",82,45,37,
"085",71,53,18,
"086",80,63,17,
"087",80,61,19,
"088",51,39,12,
"089",63,55,8,
"90-99",x,x,x,
"090",40,33,7,
"091",47,x,x,
"092",37,32,5,
"093",38,x,x,
"094",32,32,-,
"095",x,x,x,
"096",13,13,-,
"097",17,17,-,
"098",15,15,-,
"099",10,10,-,
"100-",x,x,x,
"100",6,6,-,
"101",3,3,-,
"102",x,x,x,
"103",x,x,-,
"104",-,-,-,
"105",4,4,-,
"106",x,x,-,
"107",x,x,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188004", 
,"Total","              1","              2"
"Total",18002,9056,8946,
"0-9",2342,615,1727,
"000",125,9,116,
"001",269,26,243,
"002",257,45,212,
"003",268,39,229,
"004",238,59,179,
"005",226,64,162,
"006",217,66,151,
"007",261,83,178,
"008",244,109,135,
"009",237,115,122,
"10-19",2831,1062,1769,
"010",236,107,129,
"011",202,98,104,
"012",256,112,144,
"013",266,108,158,
"014",274,82,192,
"015",310,109,201,
"016",301,96,205,
"017",329,112,217,
"018",315,118,197,
"019",342,120,222,
"20-29",3225,1773,1452,
"020",326,139,187,
"021",356,153,203,
"022",290,144,146,
"023",343,189,154,
"024",333,192,141,
"025",332,199,133,
"026",314,192,122,
"027",301,182,119,
"028",345,211,134,
"029",285,172,113,
"30-39",2640,1489,1151,
"030",325,213,112,
"031",299,186,113,
"032",262,165,97,
"033",278,153,125,
"034",271,140,131,
"035",263,132,131,
"036",251,125,126,
"037",228,123,105,
"038",242,124,118,
"039",221,128,93,
"40-49",2207,1197,1010,
"040",264,127,137,
"041",227,115,112,
"042",217,117,100,
"043",204,115,89,
"044",223,110,113,
"045",230,143,87,
"046",216,119,97,
"047",221,125,96,
"048",213,117,96,
"049",192,109,83,
"50-59",1824,1004,820,
"050",196,109,87,
"051",213,124,89,
"052",159,81,78,
"053",166,98,68,
"054",196,106,90,
"055",169,95,74,
"056",185,99,86,
"057",181,93,88,
"058",180,95,85,
"059",179,104,75,
"60-69",1376,875,501,
"060",161,97,64,
"061",152,85,67,
"062",153,86,67,
"063",141,96,45,
"064",162,107,55,
"065",140,93,47,
"066",120,87,33,
"067",99,61,38,
"068",127,88,39,
"069",121,75,46,
"70-79",873,533,340,
"070",108,68,40,
"071",127,87,40,
"072",101,61,40,
"073",97,68,29,
"074",93,53,40,
"075",66,37,29,
"076",88,51,37,
"077",63,33,30,
"078",62,34,28,
"079",68,41,27,
"80-89",511,x,x,
"080",61,32,29,
"081",71,45,26,
"082",67,40,27,
"083",57,40,17,
"084",53,35,18,
"085",43,x,x,
"086",47,x,x,
"087",53,38,15,
"088",33,29,4,
"089",26,23,3,
"90-99",x,x,x,
"090",29,26,3,
"091",31,28,3,
"092",18,x,x,
"093",x,20,x,
"094",x,x,x,
"095",14,14,-,
"096",13,13,-,
"097",8,8,-,
"098",9,9,-,
"099",x,x,-,
"100-",x,x,x,
"100",7,7,-,
"101",x,x,-,
"102",x,x,-,
"103",x,x,x,
"104",x,x,-,
"105",-,-,-,
"106",-,-,-,
"107",x,x,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188005", 
,"Total","              1","              2"
"Total",2970,1503,1467,
"0-9",463,119,344,
"000",17,-,17,
"001",43,x,x,
"002",41,5,36,
"003",61,13,48,
"004",60,x,x,
"005",54,16,38,
"006",44,16,28,
"007",53,16,37,
"008",44,24,20,
"009",46,15,31,
"10-19",409,238,171,
"010",46,25,21,
"011",37,17,20,
"012",47,30,17,
"013",48,22,26,
"014",51,32,19,
"015",42,26,16,
"016",31,17,14,
"017",37,24,13,
"018",36,24,12,
"019",34,21,13,
"20-29",326,159,167,
"020",41,30,11,
"021",24,18,6,
"022",37,20,17,
"023",32,15,17,
"024",38,13,25,
"025",35,20,15,
"026",28,8,20,
"027",31,15,16,
"028",26,7,19,
"029",34,13,21,
"30-39",426,169,257,
"030",33,8,25,
"031",50,10,40,
"032",32,13,19,
"033",34,15,19,
"034",46,18,28,
"035",38,21,17,
"036",52,22,30,
"037",51,24,27,
"038",48,22,26,
"039",42,16,26,
"40-49",457,276,181,
"040",40,21,19,
"041",54,28,26,
"042",53,32,21,
"043",48,25,23,
"044",37,14,23,
"045",42,26,16,
"046",42,31,11,
"047",59,41,18,
"048",43,30,13,
"049",39,28,11,
"50-59",x,x,x,
"050",39,24,15,
"051",41,21,20,
"052",38,20,18,
"053",x,x,x,
"054",25,8,17,
"055",31,15,16,
"056",29,13,16,
"057",41,20,21,
"058",24,14,10,
"059",31,22,9,
"60-69",298,178,120,
"060",46,27,19,
"061",31,15,16,
"062",25,14,11,
"063",28,13,15,
"064",31,21,10,
"065",31,20,11,
"066",23,13,10,
"067",31,x,x,
"068",34,21,13,
"069",18,x,x,
"70-79",190,134,56,
"070",27,17,10,
"071",31,23,8,
"072",28,18,10,
"073",24,17,7,
"074",18,14,4,
"075",11,7,4,
"076",12,8,4,
"077",15,x,x,
"078",14,x,x,
"079",10,x,x,
"80-89",56,x,x,
"080",9,9,-,
"081",7,x,x,
"082",10,x,x,
"083",x,x,x,
"084",x,x,x,
"085",8,x,x,
"086",4,x,x,
"087",x,x,x,
"088",x,x,-,
"089",x,x,-,
"90-99",x,x,x,
"090",4,4,-,
"091",3,3,-,
"092",x,x,-,
"093",x,x,x,
"094",x,-,x,
"095",x,x,-,
"096",-,-,-,
"097",x,x,-,
"098",-,-,-,
"099",x,x,-,
"100-",-,-,-,
"100",-,-,-,
"101",-,-,-,
"102",-,-,-,
"103",-,-,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188006", 
,"Total","              1","              2"
"Total",x,x,x,
"0-9",-,-,-,
"000",-,-,-,
"001",-,-,-,
"002",-,-,-,
"003",-,-,-,
"004",-,-,-,
"005",-,-,-,
"006",-,-,-,
"007",-,-,-,
"008",-,-,-,
"009",-,-,-,
"10-19",x,x,-,
"010",-,-,-,
"011",-,-,-,
"012",-,-,-,
"013",-,-,-,
"014",-,-,-,
"015",-,-,-,
"016",-,-,-,
"017",x,x,-,
"018",-,-,-,
"019",-,-,-,
"20-29",-,-,-,
"020",-,-,-,
"021",-,-,-,
"022",-,-,-,
"023",-,-,-,
"024",-,-,-,
"025",-,-,-,
"026",-,-,-,
"027",-,-,-,
"028",-,-,-,
"029",-,-,-,
"30-39",-,-,-,
"030",-,-,-,
"031",-,-,-,
"032",-,-,-,
"033",-,-,-,
"034",-,-,-,
"035",-,-,-,
"036",-,-,-,
"037",-,-,-,
"038",-,-,-,
"039",-,-,-,
"40-49",x,-,x,
"040",-,-,-,
"041",-,-,-,
"042",-,-,-,
"043",-,-,-,
"044",-,-,-,
"045",-,-,-,
"046",x,-,x,
"047",-,-,-,
"048",-,-,-,
"049",-,-,-,
"50-59",x,x,-,
"050",-,-,-,
"051",-,-,-,
"052",-,-,-,
"053",x,x,-,
"054",-,-,-,
"055",-,-,-,
"056",-,-,-,
"057",-,-,-,
"058",-,-,-,
"059",-,-,-,
"60-69",-,-,-,
"060",-,-,-,
"061",-,-,-,
"062",-,-,-,
"063",-,-,-,
"064",-,-,-,
"065",-,-,-,
"066",-,-,-,
"067",-,-,-,
"068",-,-,-,
"069",-,-,-,
"70-79",-,-,-,
"070",-,-,-,
"071",-,-,-,
"072",-,-,-,
"073",-,-,-,
"074",-,-,-,
"075",-,-,-,
"076",-,-,-,
"077",-,-,-,
"078",-,-,-,
"079",-,-,-,
"80-89",-,-,-,
"080",-,-,-,
"081",-,-,-,
"082",-,-,-,
"083",-,-,-,
"084",-,-,-,
"085",-,-,-,
"086",-,-,-,
"087",-,-,-,
"088",-,-,-,
"089",-,-,-,
"90-99",-,-,-,
"090",-,-,-,
"091",-,-,-,
"092",-,-,-,
"093",-,-,-,
"094",-,-,-,
"095",-,-,-,
"096",-,-,-,
"097",-,-,-,
"098",-,-,-,
"099",-,-,-,
"100-",-,-,-,
"100",-,-,-,
"101",-,-,-,
"102",-,-,-,
"103",-,-,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188008", 
,"Total","              1","              2"
"Total",5228,2613,2615,
"0-9",729,189,540,
"000",37,3,34,
"001",78,5,73,
"002",52,9,43,
"003",82,18,64,
"004",79,12,67,
"005",76,16,60,
"006",80,22,58,
"007",83,29,54,
"008",85,36,49,
"009",77,39,38,
"10-19",661,345,316,
"010",61,24,37,
"011",59,20,39,
"012",83,37,46,
"013",75,32,43,
"014",65,41,24,
"015",62,33,29,
"016",72,39,33,
"017",70,41,29,
"018",52,36,16,
"019",62,42,20,
"20-29",575,316,259,
"020",50,37,13,
"021",77,49,28,
"022",55,31,24,
"023",59,39,20,
"024",58,42,16,
"025",58,32,26,
"026",48,24,24,
"027",52,23,29,
"028",60,19,41,
"029",58,20,38,
"30-39",679,265,414,
"030",43,13,30,
"031",56,19,37,
"032",64,22,42,
"033",68,26,42,
"034",68,26,42,
"035",77,31,46,
"036",78,31,47,
"037",64,24,40,
"038",81,37,44,
"039",80,36,44,
"40-49",770,411,359,
"040",82,47,35,
"041",68,35,33,
"042",68,37,31,
"043",76,37,39,
"044",84,46,38,
"045",89,54,35,
"046",78,35,43,
"047",80,41,39,
"048",72,37,35,
"049",73,42,31,
"50-59",746,376,370,
"050",67,34,33,
"051",80,42,38,
"052",70,40,30,
"053",67,34,33,
"054",76,38,38,
"055",79,35,44,
"056",89,44,45,
"057",70,31,39,
"058",79,36,43,
"059",69,42,27,
"60-69",593,369,224,
"060",71,38,33,
"061",61,33,28,
"062",61,35,26,
"063",56,33,23,
"064",67,45,22,
"065",66,35,31,
"066",51,33,18,
"067",67,48,19,
"068",55,38,17,
"069",38,31,7,
"70-79",305,211,94,
"070",46,29,17,
"071",29,20,9,
"072",36,28,8,
"073",40,27,13,
"074",33,26,7,
"075",28,18,10,
"076",29,23,6,
"077",22,13,9,
"078",26,19,7,
"079",16,8,8,
"80-89",136,x,x,
"080",17,12,5,
"081",17,10,7,
"082",14,9,5,
"083",14,x,x,
"084",19,15,4,
"085",16,x,x,
"086",8,4,4,
"087",14,11,3,
"088",6,6,-,
"089",11,x,x,
"90-99",29,x,x,
"090",x,x,-,
"091",x,x,x,
"092",4,4,-,
"093",3,3,-,
"094",5,5,-,
"095",x,x,x,
"096",x,x,-,
"097",x,x,-,
"098",x,x,x,
"099",x,x,-,
"100-",5,5,-,
"100",x,x,-,
"101",x,x,-,
"102",-,-,-,
"103",x,x,-,
"104",-,-,-,
"105",-,-,-,
"106",-,-,-,
"107",-,-,-,
"108",-,-,-,
"109",-,-,-,

Var 1,"188013", 
,"Total","              1","              2"
"Total",10412,5188,5224,
"0-9",1475,339,1136,
"000",96,7,89,
"001",155,5,150,
"002",157,19,138,
"003",147,24,123,
"004",138,37,101,
"005",161,41,120,
"006",151,42,109,
"007",153,42,111,
"008",162,58,104,
"009",155,64,91,
"10-19",1435,793,642,
"010",150,65,85,
"011",149,73,76,
"012",153,77,76,
"013",147,77,70,
"014",153,86,67,
"015",140,79,61,
"016",140,77,63,
"017",140,86,54,
"018",128,78,50,
"019",135,95,40,
"20-29",1106,624,482,
"020",111,80,31,
"021",110,77,33,
"022",124,74,50,
"023",107,73,34,
"024",115,78,37,
"025",104,54,50,
"026",101,53,48,
"027",108,47,61,
"028",107,45,62,
"029",119,43,76,
"30-39",1291,467,824,
"030",91,26,65,
"031",121,37,84,
"032",133,38,95,
"033",100,32,68,
"034",125,43,82,
"035",131,39,92,
"036",128,44,84,
"037",165,82,83,
"038",136,64,72,
"039",161,62,99,
"40-49",1586,871,715,
"040",153,80,73,
"041",143,84,59,
"042",177,90,87,
"043",133,79,54,
"044",181,106,75,
"045",179,102,77,
"046",171,92,79,
"047",162,81,81,
"048",128,68,60,
"049",159,89,70,
"50-59",1400,712,688,
"050",154,86,68,
"051",141,74,67,
"052",140,74,66,
"053",146,78,68,
"054",139,69,70,
"055",135,71,64,
"056",154,62,92,
"057",140,78,62,
"058",106,51,55,
"059",145,69,76,
"60-69",1159,689,470,
"060",117,66,51,
"061",130,68,62,
"062",137,71,66,
"063",113,64,49,
"064",120,71,49,
"065",98,58,40,
"066",124,81,43,
"067",109,74,35,
"068",106,62,44,
"069",105,74,31,
"70-79",633,439,194,
"070",83,60,23,
"071",81,57,24,
"072",78,53,25,
"073",72,57,15,
"074",70,59,11,
