"Total";"046";"              1"; 837; 837; 837; 837; S; 1; 1
"Total";"046";"              2"; 803; 803; 803; 803; S; 1; 1
"Total";"047";"Total"; 1673; 1673; 1673; 1673; S; 1; 1
"Total";"047";"              1"; 919; 919; 919; 919; S; 1; 1
"Total";"047";"              2"; 754; 754; 754; 754; S; 1; 1
"Total";"048";"Total"; 1607; 1607; 1607; 1607; S; 1; 1
"Total";"048";"              1"; 849; 849; 849; 849; S; 1; 1
"Total";"048";"              2"; 758; 758; 758; 758; S; 1; 1
"Total";"049";"Total"; 1642; 1642; 1642; 1642; S; 1; 1
"Total";"049";"              1"; 871; 871; 871; 871; S; 1; 1
"Total";"049";"              2"; 771; 771; 771; 771; S; 1; 1
"Total";"50-59";"Total"; 16054; 16054; 16054; 16054; S; 1; 1
"Total";"50-59";"              1"; 8001; 8001; 8001; 8001; S; 1; 1
"Total";"50-59";"              2"; 8053; 8053; 8053; 8053; S; 1; 1
"Total";"050";"Total"; 1641; 1641; 1641; 1641; S; 1; 1
"Total";"050";"              1"; 825; 825; 825; 825; S; 1; 1
"Total";"050";"              2"; 816; 816; 816; 816; S; 1; 1
"Total";"051";"Total"; 1649; 1649; 1649; 1649; S; 1; 1
"Total";"051";"              1"; 826; 826; 826; 826; S; 1; 1
"Total";"051";"              2"; 823; 823; 823; 823; S; 1; 1
"Total";"052";"Total"; 1602; 1602; 1602; 1602; S; 1; 1
"Total";"052";"              1"; 807; 807; 807; 807; S; 1; 1
"Total";"052";"              2"; 795; 795; 795; 795; S; 1; 1
"Total";"053";"Total"; 1563; 1563; 1563; 1563; S; 1; 1
"Total";"053";"              1"; 793; 793; 793; 793; S; 1; 1
"Total";"053";"              2"; 770; 770; 770; 770; S; 1; 1
"Total";"054";"Total"; 1679; 1679; 1679; 1679; S; 1; 1
"Total";"054";"              1"; 831; 831; 831; 831; S; 1; 1
"Total";"054";"              2"; 848; 848; 848; 848; S; 1; 1
"Total";"055";"Total"; 1635; 1635; 1635; 1635; S; 1; 1
"Total";"055";"              1"; 790; 790; 790; 790; S; 1; 1
"Total";"055";"              2"; 845; 845; 845; 845; S; 1; 1
"Total";"056";"Total"; 1649; 1649; 1649; 1649; S; 1; 1
"Total";"056";"              1"; 794; 794; 794; 794; S; 1; 1
"Total";"056";"              2"; 855; 855; 855; 855; S; 1; 1
"Total";"057";"Total"; 1566; 1566; 1566; 1566; S; 1; 1
"Total";"057";"              1"; 764; 764; 764; 764; S; 1; 1
"Total";"057";"              2"; 802; 802; 802; 802; S; 1; 1
"Total";"058";"Total"; 1505; 1505; 1505; 1505; S; 1; 1
"Total";"058";"              1"; 729; 729; 729; 729; S; 1; 1
"Total";"058";"              2"; 776; 776; 776; 776; S; 1; 1
"Total";"059";"Total"; 1565; 1565; 1565; 1565; S; 1; 1
"Total";"059";"              1"; 842; 842; 842; 842; S; 1; 1
"Total";"059";"              2"; 723; 723; 723; 723; S; 1; 1
"Total";"60-69";"Total"; 13678; 13678; 13678; 13678; S; 1; 1
"Total";"60-69";"              1"; 8064; 8064; 8064; 8064; S; 1; 1
"Total";"60-69";"              2"; 5614; 5614; 5614; 5614; S; 1; 1
"Total";"060";"Total"; 1556; 1556; 1556; 1556; S; 1; 1
"Total";"060";"              1"; 811; 811; 811; 811; S; 1; 1
"Total";"060";"              2"; 745; 745; 745; 745; S; 1; 1
"Total";"061";"Total"; 1504; 1504; 1504; 1504; S; 1; 1
"Total";"061";"              1"; 811; 811; 811; 811; S; 1; 1
"Total";"061";"              2"; 693; 693; 693; 693; S; 1; 1
"Total";"062";"Total"; 1457; 1457; 1457; 1457; S; 1; 1
"Total";"062";"              1"; 815; 815; 815; 815; S; 1; 1
"Total";"062";"              2"; 642; 642; 642; 642; S; 1; 1
"Total";"063";"Total"; 1392; 1392; 1392; 1392; S; 1; 1
"Total";"063";"              1"; 784; 784; 784; 784; S; 1; 1
"Total";"063";"              2"; 608; 608; 608; 608; S; 1; 1
"Total";"064";"Total"; 1416; 1416; 1416; 1416; S; 1; 1
"Total";"064";"              1"; 838; 838; 838; 838; S; 1; 1
"Total";"064";"              2"; 578; 578; 578; 578; S; 1; 1
"Total";"065";"Total"; 1340; 1340; 1340; 1340; S; 1; 1
"Total";"065";"              1"; 805; 805; 805; 805; S; 1; 1
"Total";"065";"              2"; 535; 535; 535; 535; S; 1; 1
"Total";"066";"Total"; 1302; 1302; 1302; 1302; S; 1; 1
"Total";"066";"              1"; 835; 835; 835; 835; S; 1; 1
"Total";"066";"              2"; 467; 467; 467; 467; S; 1; 1
"Total";"067";"Total"; 1264; 1264; 1264; 1264; S; 1; 1
"Total";"067";"              1"; 790; 790; 790; 790; S; 1; 1
"Total";"067";"              2"; 474; 474; 474; 474; S; 1; 1
"Total";"068";"Total"; 1240; 1240; 1240; 1240; S; 1; 1
"Total";"068";"              1"; 794; 794; 794; 794; S; 1; 1
"Total";"068";"              2"; 446; 446; 446; 446; S; 1; 1
"Total";"069";"Total"; 1207; 1207; 1207; 1207; S; 1; 1
"Total";"069";"              1"; 781; 781; 781; 781; S; 1; 1
"Total";"069";"              2"; 426; 426; 426; 426; S; 1; 1
"Total";"70-79";"Total"; 9233; 9233; 9233; 9233; S; 1; 1
"Total";"70-79";"              1"; 5624; 5624; 5624; 5624; S; 1; 1
"Total";"70-79";"              2"; 3609; 3609; 3609; 3609; S; 1; 1
"Total";"070";"Total"; 1154; 1154; 1154; 1154; S; 1; 1
"Total";"070";"              1"; 728; 728; 728; 728; S; 1; 1
"Total";"070";"              2"; 426; 426; 426; 426; S; 1; 1
"Total";"071";"Total"; 1144; 1144; 1144; 1144; S; 1; 1
"Total";"071";"              1"; 733; 733; 733; 733; S; 1; 1
"Total";"071";"              2"; 411; 411; 411; 411; S; 1; 1
"Total";"072";"Total"; 1059; 1059; 1059; 1059; S; 1; 1
"Total";"072";"              1"; 663; 663; 663; 663; S; 1; 1
"Total";"072";"              2"; 396; 396; 396; 396; S; 1; 1
"Total";"073";"Total"; 978; 978; 978; 978; S; 1; 1
"Total";"073";"              1"; 591; 591; 591; 591; S; 1; 1
"Total";"073";"              2"; 387; 387; 387; 387; S; 1; 1
"Total";"074";"Total"; 930; 930; 930; 930; S; 1; 1
"Total";"074";"              1"; 579; 579; 579; 579; S; 1; 1
"Total";"074";"              2"; 351; 351; 351; 351; S; 1; 1
"Total";"075";"Total"; 822; 822; 822; 822; S; 1; 1
"Total";"075";"              1"; 487; 487; 487; 487; S; 1; 1
"Total";"075";"              2"; 335; 335; 335; 335; S; 1; 1
"Total";"076";"Total"; 878; 878; 878; 878; S; 1; 1
"Total";"076";"              1"; 516; 516; 516; 516; S; 1; 1
"Total";"076";"              2"; 362; 362; 362; 362; S; 1; 1
"Total";"077";"Total"; 777; 777; 777; 777; S; 1; 1
"Total";"077";"              1"; 441; 441; 441; 441; S; 1; 1
"Total";"077";"              2"; 336; 336; 336; 336; S; 1; 1
"Total";"078";"Total"; 775; 775; 775; 775; S; 1; 1
"Total";"078";"              1"; 450; 450; 450; 450; S; 1; 1
"Total";"078";"              2"; 325; 325; 325; 325; S; 1; 1
"Total";"079";"Total"; 716; 716; 716; 716; S; 1; 1
"Total";"079";"              1"; 436; 436; 436; 436; S; 1; 1
"Total";"079";"              2"; 280; 280; 280; 280; S; 1; 1
"Total";"80-89";"Total"; 5301; 5301; 5301; 5301; S; 1; 1
"Total";"80-89";"              1"; 3592; 3592; 3592; 3592; S; 1; 1
"Total";"80-89";"              2"; 1709; 1709; 1709; 1709; S; 1; 1
"Total";"080";"Total"; 679; 679; 679; 679; S; 1; 1
"Total";"080";"              1"; 414; 414; 414; 414; S; 1; 1
"Total";"080";"              2"; 265; 265; 265; 265; S; 1; 1
"Total";"081";"Total"; 652; 652; 652; 652; S; 1; 1
"Total";"081";"              1"; 415; 415; 415; 415; S; 1; 1
"Total";"081";"              2"; 237; 237; 237; 237; S; 1; 1
"Total";"082";"Total"; 617; 617; 617; 617; S; 1; 1
"Total";"082";"              1"; 392; 392; 392; 392; S; 1; 1
"Total";"082";"              2"; 225; 225; 225; 225; S; 1; 1
"Total";"083";"Total"; 580; 580; 580; 580; S; 1; 1
"Total";"083";"              1"; 366; 366; 366; 366; S; 1; 1
"Total";"083";"              2"; 214; 214; 214; 214; S; 1; 1
"Total";"084";"Total"; 564; 564; 564; 564; S; 1; 1
"Total";"084";"              1"; 341; 341; 341; 341; S; 1; 1
"Total";"084";"              2"; 223; 223; 223; 223; S; 1; 1
"Total";"085";"Total"; 509; 509; 509; 509; S; 1; 1
"Total";"085";"              1"; 337; 337; 337; 337; S; 1; 1
"Total";"085";"              2"; 172; 172; 172; 172; S; 1; 1
"Total";"086";"Total"; 483; 483; 483; 483; S; 1; 1
"Total";"086";"              1"; 350; 350; 350; 350; S; 1; 1
"Total";"086";"              2"; 133; 133; 133; 133; S; 1; 1
"Total";"087";"Total"; 472; 472; 472; 472; S; 1; 1
"Total";"087";"              1"; 351; 351; 351; 351; S; 1; 1
"Total";"087";"              2"; 121; 121; 121; 121; S; 1; 1
"Total";"088";"Total"; 367; 367; 367; 367; S; 1; 1
"Total";"088";"              1"; 305; 305; 305; 305; S; 1; 1
"Total";"088";"              2"; 62; 62; 62; 62; S; 1; 1
"Total";"089";"Total"; 378; 378; 378; 378; S; 1; 1
"Total";"089";"              1"; 321; 321; 321; 321; S; 1; 1
"Total";"089";"              2"; 57; 57; 57; 57; S; 1; 1
"Total";"90-99";"Total"; 1823; 1823; 1823; 1823; M; 1; 1
"Total";"90-99";"              1"; 1665; 1665; 1665; 1665; M; 1; 1
"Total";"90-99";"              2"; 158; 158; 158; 158; M; 1; 1
"Total";"090";"Total"; 322; 322; 322; 322; S; 1; 1
"Total";"090";"              1"; 287; 287; 287; 287; S; 1; 1
"Total";"090";"              2"; 35; 35; 35; 35; S; 1; 1
"Total";"091";"Total"; 319; 319; 319; 319; S; 1; 1
"Total";"091";"              1"; 268; 268; 268; 268; M; 1; 1
"Total";"091";"              2"; 51; 51; 51; 51; M; 1; 1
"Total";"092";"Total"; 259; 259; 259; 259; S; 1; 1
"Total";"092";"              1"; 238; 238; 238; 238; S; 1; 1
"Total";"092";"              2"; 21; 21; 21; 21; S; 1; 1
"Total";"093";"Total"; 214; 214; 214; 214; S; 1; 1
"Total";"093";"              1"; 203; 203; 203; 203; S; 1; 1
"Total";"093";"              2"; 11; 11; 11; 11; S; 1; 1
"Total";"094";"Total"; 188; 188; 188; 188; S; 1; 1
"Total";"094";"              1"; 166; 166; 166; 166; S; 1; 1
"Total";"094";"              2"; 22; 22; 22; 22; S; 1; 1
"Total";"095";"Total"; 163; 163; 163; 163; S; 1; 1
"Total";"095";"              1"; 155; 155; 155; 155; S; 1; 1
"Total";"095";"              2"; 8; 8; 8; 8; S; 1; 1
"Total";"096";"Total"; 123; 123; 123; 123; S; 1; 1
"Total";"096";"              1"; 119; 119; 119; 119; S; 1; 1
"Total";"096";"              2"; 4; 4; 4; 4; S; 1; 1
"Total";"097";"Total"; 99; 99; 99; 99; S; 1; 1
"Total";"097";"              1"; 96; 96; 96; 96; S; 1; 1
"Total";"097";"              2"; 3; 3; 3; 3; S; 1; 1
"Total";"098";"Total"; 79; 79; 79; 79; M; 1; 1
"Total";"098";"              1"; 76; 76; 76; 76; M; 1; 1
"Total";"098";"              2"; 3; 3; 3; 3; M; 1; 1
"Total";"099";"Total"; 57; 57; 57; 57; S; 1; 1
"Total";"099";"              1"; 57; 57; 57; 57; S; 1; 1
"Total";"099";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"100-";"Total"; 174; 174; 174; 174; M; 1; 1
"Total";"100-";"              1"; 172; 172; 172; 172; M; 1; 1
"Total";"100-";"              2"; 2; 2; 2; 2; U; 1; 1
"Total";"100";"Total"; 46; 46; 46; 46; S; 1; 1
"Total";"100";"              1"; 46; 46; 46; 46; S; 1; 1
"Total";"100";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"101";"Total"; 43; 43; 43; 43; S; 1; 1
"Total";"101";"              1"; 43; 43; 43; 43; S; 1; 1
"Total";"101";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"102";"Total"; 25; 25; 25; 25; M; 1; 1
"Total";"102";"              1"; 24; 24; 24; 24; M; 1; 1
"Total";"102";"              2"; 1; 1; 1; 1; U; .9; 1
"Total";"103";"Total"; 15; 15; 15; 15; M; 1; 1
"Total";"103";"              1"; 14; 14; 14; 14; M; 1; 1
"Total";"103";"              2"; 1; 1; 1; 1; U; .9; 1
"Total";"104";"Total"; 11; 11; 11; 11; M; 1; 1
"Total";"104";"              1"; 11; 11; 11; 11; M; 1; 1
"Total";"104";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"105";"Total"; 12; 12; 12; 12; S; 1; 1
"Total";"105";"              1"; 12; 12; 12; 12; S; 1; 1
"Total";"105";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"106";"Total"; 10; 10; 10; 10; S; 1; 1
"Total";"106";"              1"; 10; 10; 10; 10; S; 1; 1
"Total";"106";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"107";"Total"; 7; 7; 7; 7; M; 1; 1
"Total";"107";"              1"; 7; 7; 7; 7; M; 1; 1
"Total";"107";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"108";"Total"; 4; 4; 4; 4; S; 1; 1
"Total";"108";"              1"; 4; 4; 4; 4; S; 1; 1
"Total";"108";"              2"; 0; 0; 0; 0; E; 0; 1
"Total";"109";"Total"; 1; 1; 1; 1; U; .9; 1
"Total";"109";"              1"; 1; 1; 1; 1; U; .9; 1
"Total";"109";"              2"; 0; 0; 0; 0; E; 0; 1
"18";"Total";"Total"; 132277; 132277; 132277; 132277; S; 1; 1
"18";"Total";"              1"; 66021; 66021; 66021; 66021; S; 1; 1
"18";"Total";"              2"; 66256; 66256; 66256; 66256; S; 1; 1
"18";"0-9";"Total"; 15257; 15257; 15257; 15257; S; 1; 1
"18";"0-9";"              1"; 3897; 3897; 3897; 3897; S; 1; 1
"18";"0-9";"              2"; 11360; 11360; 11360; 11360; S; 1; 1
"18";"000";"Total"; 793; 793; 793; 793; S; 1; 1
"18";"000";"              1"; 58; 58; 58; 58; S; 1; 1
"18";"000";"              2"; 735; 735; 735; 735; S; 1; 1
"18";"001";"Total"; 1604; 1604; 1604; 1604; S; 1; 1
"18";"001";"              1"; 149; 149; 149; 149; S; 1; 1
"18";"001";"              2"; 1455; 1455; 1455; 1455; S; 1; 1
"18";"002";"Total"; 1554; 1554; 1554; 1554; S; 1; 1
"18";"002";"              1"; 224; 224; 224; 224; S; 1; 1
"18";"002";"              2"; 1330; 1330; 1330; 1330; S; 1; 1
"18";"003";"Total"; 1611; 1611; 1611; 1611; S; 1; 1
"18";"003";"              1"; 274; 274; 274; 274; S; 1; 1
"18";"003";"              2"; 1337; 1337; 1337; 1337; S; 1; 1
"18";"004";"Total"; 1614; 1614; 1614; 1614; S; 1; 1
"18";"004";"              1"; 407; 407; 407; 407; S; 1; 1
"18";"004";"              2"; 1207; 1207; 1207; 1207; S; 1; 1
"18";"005";"Total"; 1576; 1576; 1576; 1576; S; 1; 1
"18";"005";"              1"; 433; 433; 433; 433; S; 1; 1
"18";"005";"              2"; 1143; 1143; 1143; 1143; S; 1; 1
"18";"006";"Total"; 1620; 1620; 1620; 1620; S; 1; 1
"18";"006";"              1"; 463; 463; 463; 463; S; 1; 1
"18";"006";"              2"; 1157; 1157; 1157; 1157; S; 1; 1
"18";"007";"Total"; 1646; 1646; 1646; 1646; S; 1; 1
"18";"007";"              1"; 546; 546; 546; 546; S; 1; 1
"18";"007";"              2"; 1100; 1100; 1100; 1100; S; 1; 1
"18";"008";"Total"; 1656; 1656; 1656; 1656; S; 1; 1
"18";"008";"              1"; 663; 663; 663; 663; S; 1; 1
"18";"008";"              2"; 993; 993; 993; 993; S; 1; 1
"18";"009";"Total"; 1583; 1583; 1583; 1583; S; 1; 1
"18";"009";"              1"; 680; 680; 680; 680; S; 1; 1
"18";"009";"              2"; 903; 903; 903; 903; S; 1; 1
"18";"10-19";"Total"; 17045; 17045; 17045; 17045; S; 1; 1
"18";"10-19";"              1"; 7502; 7502; 7502; 7502; S; 1; 1
"18";"10-19";"              2"; 9543; 9543; 9543; 9543; S; 1; 1
"18";"010";"Total"; 1619; 1619; 1619; 1619; S; 1; 1
"18";"010";"              1"; 747; 747; 747; 747; S; 1; 1
"18";"010";"              2"; 872; 872; 872; 872; S; 1; 1
"18";"011";"Total"; 1486; 1486; 1486; 1486; S; 1; 1
"18";"011";"              1"; 702; 702; 702; 702; S; 1; 1
"18";"011";"              2"; 784; 784; 784; 784; S; 1; 1
"18";"012";"Total"; 1679; 1679; 1679; 1679; S; 1; 1
"18";"012";"              1"; 781; 781; 781; 781; S; 1; 1
"18";"012";"              2"; 898; 898; 898; 898; S; 1; 1
"18";"013";"Total"; 1682; 1682; 1682; 1682; S; 1; 1
"18";"013";"              1"; 736; 736; 736; 736; S; 1; 1
"18";"013";"              2"; 946; 946; 946; 946; S; 1; 1
"18";"014";"Total"; 1677; 1677; 1677; 1677; S; 1; 1
